"
            “For our mains, I got the Roasted Duck Leg Confit with fingerling potatoes, wild mushrooms, and frisée.” in 111 reviews
"
"
            “We then shared the crab cakes, which were perfect you could actually taste the crab meat and pan fried very well.” in 206 reviews
"
"
            “Someone in the group got the royal pad thai and i was beautifully presented in this leaf thing and the noodles were wrapped in an egg net thing!” in 148 reviews
"
"
            “My friends and I enjoyed several dishes: I had the Madame Freda and my 2 friends had the Mediterranean breakfast and the Green Shakshuka.” in 224 reviews
"
"
            “Favorite drinks/must haves are the working class hero, kiss kiss bang bang, and kinky boots.” in 41 reviews
"
"
            “Definitely order the lemon garlic butter, my mouth is watery just remembering it.” in 153 reviews
"
"
            “Food truck turned store front in downtown Brooklyn and right across from my job is a win win.” in 4 reviews
"
"
            “We had the lemon thyme chicken and the butter shrimp with sides of sautéed spinach and black beans.” in 3 reviews
"
"
            “they are known for their amazing soup dumplings, good sized dumpling bites filled with broth that explodes with flavor in your mouth!” in 2320 reviews
"
"
            “I love their signature Bao Bao noodle and spicy hot pot.” in 2 reviews
"
